"fid","new_commun","old_commun","date"
9,"ANALAMPASINA","ANALAMPASINA","2002-11"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2002-11"
7,"AMBIABE","ANDRORANGAVOLA","2002-11"
14,"ANTARETRA","ANTARETRA","2002-11"
15,"ANTSINDRA","ANTSINDRA","2002-11"
5,"AMPASINAMBO","FASINTSARA","2002-11"
11,"FASINTSARA","FASINTSARA","2002-11"
8,"IFANADIANA","IFANADIANA","2002-11"
3,"KELILALINA","KELILALINA","2002-11"
12,"MAROHARATRA","MAROHARATRA","2002-11"
13,"MAROTOKO","MAROTOKO","2002-11"
1,"RANOMAFANA","RANOMAFANA","2002-11"
10,"TSARATANANA","TSARATANANA","2002-11"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2002-12"
4,"AMBOHIMIERA","AMBOHIMIERA","2002-12"
9,"ANALAMPASINA","ANALAMPASINA","2002-12"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2002-12"
7,"AMBIABE","ANDRORANGAVOLA","2002-12"
14,"ANTARETRA","ANTARETRA","2002-12"
15,"ANTSINDRA","ANTSINDRA","2002-12"
5,"AMPASINAMBO","FASINTSARA","2002-12"
11,"FASINTSARA","FASINTSARA","2002-12"
8,"IFANADIANA","IFANADIANA","2002-12"
3,"KELILALINA","KELILALINA","2002-12"
12,"MAROHARATRA","MAROHARATRA","2002-12"
13,"MAROTOKO","MAROTOKO","2002-12"
1,"RANOMAFANA","RANOMAFANA","2002-12"
10,"TSARATANANA","TSARATANANA","2002-12"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2003-01"
4,"AMBOHIMIERA","AMBOHIMIERA","2003-01"
9,"ANALAMPASINA","ANALAMPASINA","2003-01"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2003-01"
7,"AMBIABE","ANDRORANGAVOLA","2003-01"
14,"ANTARETRA","ANTARETRA","2003-01"
15,"ANTSINDRA","ANTSINDRA","2003-01"
5,"AMPASINAMBO","FASINTSARA","2003-01"
11,"FASINTSARA","FASINTSARA","2003-01"
8,"IFANADIANA","IFANADIANA","2003-01"
3,"KELILALINA","KELILALINA","2003-01"
12,"MAROHARATRA","MAROHARATRA","2003-01"
13,"MAROTOKO","MAROTOKO","2003-01"
1,"RANOMAFANA","RANOMAFANA","2003-01"
10,"TSARATANANA","TSARATANANA","2003-01"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2003-02"
4,"AMBOHIMIERA","AMBOHIMIERA","2003-02"
9,"ANALAMPASINA","ANALAMPASINA","2003-02"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2003-02"
7,"AMBIABE","ANDRORANGAVOLA","2003-02"
14,"ANTARETRA","ANTARETRA","2003-02"
15,"ANTSINDRA","ANTSINDRA","2003-02"
5,"AMPASINAMBO","FASINTSARA","2003-02"
11,"FASINTSARA","FASINTSARA","2003-02"
8,"IFANADIANA","IFANADIANA","2003-02"
3,"KELILALINA","KELILALINA","2003-02"
12,"MAROHARATRA","MAROHARATRA","2003-02"
13,"MAROTOKO","MAROTOKO","2003-02"
1,"RANOMAFANA","RANOMAFANA","2003-02"
10,"TSARATANANA","TSARATANANA","2003-02"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2003-03"
4,"AMBOHIMIERA","AMBOHIMIERA","2003-03"
9,"ANALAMPASINA","ANALAMPASINA","2003-03"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2003-03"
7,"AMBIABE","ANDRORANGAVOLA","2003-03"
14,"ANTARETRA","ANTARETRA","2003-03"
15,"ANTSINDRA","ANTSINDRA","2003-03"
5,"AMPASINAMBO","FASINTSARA","2003-03"
11,"FASINTSARA","FASINTSARA","2003-03"
8,"IFANADIANA","IFANADIANA","2003-03"
3,"KELILALINA","KELILALINA","2003-03"
12,"MAROHARATRA","MAROHARATRA","2003-03"
13,"MAROTOKO","MAROTOKO","2003-03"
1,"RANOMAFANA","RANOMAFANA","2003-03"
10,"TSARATANANA","TSARATANANA","2003-03"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2003-04"
4,"AMBOHIMIERA","AMBOHIMIERA","2003-04"
9,"ANALAMPASINA","ANALAMPASINA","2003-04"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2003-04"
7,"AMBIABE","ANDRORANGAVOLA","2003-04"
14,"ANTARETRA","ANTARETRA","2003-04"
15,"ANTSINDRA","ANTSINDRA","2003-04"
5,"AMPASINAMBO","FASINTSARA","2003-04"
11,"FASINTSARA","FASINTSARA","2003-04"
8,"IFANADIANA","IFANADIANA","2003-04"
3,"KELILALINA","KELILALINA","2003-04"
12,"MAROHARATRA","MAROHARATRA","2003-04"
13,"MAROTOKO","MAROTOKO","2003-04"
1,"RANOMAFANA","RANOMAFANA","2003-04"
10,"TSARATANANA","TSARATANANA","2003-04"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2003-05"
4,"AMBOHIMIERA","AMBOHIMIERA","2003-05"
9,"ANALAMPASINA","ANALAMPASINA","2003-05"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2003-05"
7,"AMBIABE","ANDRORANGAVOLA","2003-05"
14,"ANTARETRA","ANTARETRA","2003-05"
15,"ANTSINDRA","ANTSINDRA","2003-05"
5,"AMPASINAMBO","FASINTSARA","2003-05"
11,"FASINTSARA","FASINTSARA","2003-05"
8,"IFANADIANA","IFANADIANA","2003-05"
3,"KELILALINA","KELILALINA","2003-05"
12,"MAROHARATRA","MAROHARATRA","2003-05"
13,"MAROTOKO","MAROTOKO","2003-05"
1,"RANOMAFANA","RANOMAFANA","2003-05"
10,"TSARATANANA","TSARATANANA","2003-05"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2003-06"
4,"AMBOHIMIERA","AMBOHIMIERA","2003-06"
9,"ANALAMPASINA","ANALAMPASINA","2003-06"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2003-06"
7,"AMBIABE","ANDRORANGAVOLA","2003-06"
14,"ANTARETRA","ANTARETRA","2003-06"
15,"ANTSINDRA","ANTSINDRA","2003-06"
5,"AMPASINAMBO","FASINTSARA","2003-06"
11,"FASINTSARA","FASINTSARA","2003-06"
8,"IFANADIANA","IFANADIANA","2003-06"
3,"KELILALINA","KELILALINA","2003-06"
12,"MAROHARATRA","MAROHARATRA","2003-06"
13,"MAROTOKO","MAROTOKO","2003-06"
1,"RANOMAFANA","RANOMAFANA","2003-06"
10,"TSARATANANA","TSARATANANA","2003-06"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2003-07"
4,"AMBOHIMIERA","AMBOHIMIERA","2003-07"
9,"ANALAMPASINA","ANALAMPASINA","2003-07"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2003-07"
7,"AMBIABE","ANDRORANGAVOLA","2003-07"
14,"ANTARETRA","ANTARETRA","2003-07"
15,"ANTSINDRA","ANTSINDRA","2003-07"
5,"AMPASINAMBO","FASINTSARA","2003-07"
11,"FASINTSARA","FASINTSARA","2003-07"
8,"IFANADIANA","IFANADIANA","2003-07"
3,"KELILALINA","KELILALINA","2003-07"
12,"MAROHARATRA","MAROHARATRA","2003-07"
13,"MAROTOKO","MAROTOKO","2003-07"
1,"RANOMAFANA","RANOMAFANA","2003-07"
10,"TSARATANANA","TSARATANANA","2003-07"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2003-08"
4,"AMBOHIMIERA","AMBOHIMIERA","2003-08"
9,"ANALAMPASINA","ANALAMPASINA","2003-08"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2003-08"
7,"AMBIABE","ANDRORANGAVOLA","2003-08"
14,"ANTARETRA","ANTARETRA","2003-08"
15,"ANTSINDRA","ANTSINDRA","2003-08"
5,"AMPASINAMBO","FASINTSARA","2003-08"
11,"FASINTSARA","FASINTSARA","2003-08"
8,"IFANADIANA","IFANADIANA","2003-08"
3,"KELILALINA","KELILALINA","2003-08"
12,"MAROHARATRA","MAROHARATRA","2003-08"
13,"MAROTOKO","MAROTOKO","2003-08"
1,"RANOMAFANA","RANOMAFANA","2003-08"
10,"TSARATANANA","TSARATANANA","2003-08"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2003-09"
4,"AMBOHIMIERA","AMBOHIMIERA","2003-09"
9,"ANALAMPASINA","ANALAMPASINA","2003-09"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2003-09"
7,"AMBIABE","ANDRORANGAVOLA","2003-09"
14,"ANTARETRA","ANTARETRA","2003-09"
15,"ANTSINDRA","ANTSINDRA","2003-09"
5,"AMPASINAMBO","FASINTSARA","2003-09"
11,"FASINTSARA","FASINTSARA","2003-09"
8,"IFANADIANA","IFANADIANA","2003-09"
3,"KELILALINA","KELILALINA","2003-09"
12,"MAROHARATRA","MAROHARATRA","2003-09"
13,"MAROTOKO","MAROTOKO","2003-09"
1,"RANOMAFANA","RANOMAFANA","2003-09"
10,"TSARATANANA","TSARATANANA","2003-09"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2003-10"
4,"AMBOHIMIERA","AMBOHIMIERA","2003-10"
9,"ANALAMPASINA","ANALAMPASINA","2003-10"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2003-10"
7,"AMBIABE","ANDRORANGAVOLA","2003-10"
14,"ANTARETRA","ANTARETRA","2003-10"
15,"ANTSINDRA","ANTSINDRA","2003-10"
5,"AMPASINAMBO","FASINTSARA","2003-10"
11,"FASINTSARA","FASINTSARA","2003-10"
8,"IFANADIANA","IFANADIANA","2003-10"
3,"KELILALINA","KELILALINA","2003-10"
12,"MAROHARATRA","MAROHARATRA","2003-10"
13,"MAROTOKO","MAROTOKO","2003-10"
1,"RANOMAFANA","RANOMAFANA","2003-10"
10,"TSARATANANA","TSARATANANA","2003-10"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2003-11"
4,"AMBOHIMIERA","AMBOHIMIERA","2003-11"
9,"ANALAMPASINA","ANALAMPASINA","2003-11"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2003-11"
7,"AMBIABE","ANDRORANGAVOLA","2003-11"
14,"ANTARETRA","ANTARETRA","2003-11"
15,"ANTSINDRA","ANTSINDRA","2003-11"
5,"AMPASINAMBO","FASINTSARA","2003-11"
11,"FASINTSARA","FASINTSARA","2003-11"
8,"IFANADIANA","IFANADIANA","2003-11"
3,"KELILALINA","KELILALINA","2003-11"
12,"MAROHARATRA","MAROHARATRA","2003-11"
13,"MAROTOKO","MAROTOKO","2003-11"
1,"RANOMAFANA","RANOMAFANA","2003-11"
10,"TSARATANANA","TSARATANANA","2003-11"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2003-12"
4,"AMBOHIMIERA","AMBOHIMIERA","2003-12"
9,"ANALAMPASINA","ANALAMPASINA","2003-12"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2003-12"
7,"AMBIABE","ANDRORANGAVOLA","2003-12"
14,"ANTARETRA","ANTARETRA","2003-12"
15,"ANTSINDRA","ANTSINDRA","2003-12"
5,"AMPASINAMBO","FASINTSARA","2003-12"
11,"FASINTSARA","FASINTSARA","2003-12"
8,"IFANADIANA","IFANADIANA","2003-12"
3,"KELILALINA","KELILALINA","2003-12"
12,"MAROHARATRA","MAROHARATRA","2003-12"
13,"MAROTOKO","MAROTOKO","2003-12"
1,"RANOMAFANA","RANOMAFANA","2003-12"
10,"TSARATANANA","TSARATANANA","2003-12"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2004-01"
4,"AMBOHIMIERA","AMBOHIMIERA","2004-01"
9,"ANALAMPASINA","ANALAMPASINA","2004-01"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2004-01"
7,"AMBIABE","ANDRORANGAVOLA","2004-01"
14,"ANTARETRA","ANTARETRA","2004-01"
15,"ANTSINDRA","ANTSINDRA","2004-01"
5,"AMPASINAMBO","FASINTSARA","2004-01"
11,"FASINTSARA","FASINTSARA","2004-01"
8,"IFANADIANA","IFANADIANA","2004-01"
3,"KELILALINA","KELILALINA","2004-01"
12,"MAROHARATRA","MAROHARATRA","2004-01"
13,"MAROTOKO","MAROTOKO","2004-01"
1,"RANOMAFANA","RANOMAFANA","2004-01"
10,"TSARATANANA","TSARATANANA","2004-01"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2004-02"
4,"AMBOHIMIERA","AMBOHIMIERA","2004-02"
9,"ANALAMPASINA","ANALAMPASINA","2004-02"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2004-02"
7,"AMBIABE","ANDRORANGAVOLA","2004-02"
14,"ANTARETRA","ANTARETRA","2004-02"
15,"ANTSINDRA","ANTSINDRA","2004-02"
5,"AMPASINAMBO","FASINTSARA","2004-02"
11,"FASINTSARA","FASINTSARA","2004-02"
8,"IFANADIANA","IFANADIANA","2004-02"
3,"KELILALINA","KELILALINA","2004-02"
12,"MAROHARATRA","MAROHARATRA","2004-02"
13,"MAROTOKO","MAROTOKO","2004-02"
1,"RANOMAFANA","RANOMAFANA","2004-02"
10,"TSARATANANA","TSARATANANA","2004-02"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2004-03"
4,"AMBOHIMIERA","AMBOHIMIERA","2004-03"
9,"ANALAMPASINA","ANALAMPASINA","2004-03"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2004-03"
7,"AMBIABE","ANDRORANGAVOLA","2004-03"
14,"ANTARETRA","ANTARETRA","2004-03"
15,"ANTSINDRA","ANTSINDRA","2004-03"
5,"AMPASINAMBO","FASINTSARA","2004-03"
11,"FASINTSARA","FASINTSARA","2004-03"
8,"IFANADIANA","IFANADIANA","2004-03"
3,"KELILALINA","KELILALINA","2004-03"
12,"MAROHARATRA","MAROHARATRA","2004-03"
13,"MAROTOKO","MAROTOKO","2004-03"
1,"RANOMAFANA","RANOMAFANA","2004-03"
10,"TSARATANANA","TSARATANANA","2004-03"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2004-04"
4,"AMBOHIMIERA","AMBOHIMIERA","2004-04"
9,"ANALAMPASINA","ANALAMPASINA","2004-04"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2004-04"
7,"AMBIABE","ANDRORANGAVOLA","2004-04"
14,"ANTARETRA","ANTARETRA","2004-04"
15,"ANTSINDRA","ANTSINDRA","2004-04"
5,"AMPASINAMBO","FASINTSARA","2004-04"
11,"FASINTSARA","FASINTSARA","2004-04"
8,"IFANADIANA","IFANADIANA","2004-04"
3,"KELILALINA","KELILALINA","2004-04"
12,"MAROHARATRA","MAROHARATRA","2004-04"
13,"MAROTOKO","MAROTOKO","2004-04"
1,"RANOMAFANA","RANOMAFANA","2004-04"
10,"TSARATANANA","TSARATANANA","2004-04"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2004-05"
4,"AMBOHIMIERA","AMBOHIMIERA","2004-05"
9,"ANALAMPASINA","ANALAMPASINA","2004-05"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2004-05"
7,"AMBIABE","ANDRORANGAVOLA","2004-05"
14,"ANTARETRA","ANTARETRA","2004-05"
15,"ANTSINDRA","ANTSINDRA","2004-05"
5,"AMPASINAMBO","FASINTSARA","2004-05"
11,"FASINTSARA","FASINTSARA","2004-05"
8,"IFANADIANA","IFANADIANA","2004-05"
3,"KELILALINA","KELILALINA","2004-05"
12,"MAROHARATRA","MAROHARATRA","2004-05"
13,"MAROTOKO","MAROTOKO","2004-05"
1,"RANOMAFANA","RANOMAFANA","2004-05"
10,"TSARATANANA","TSARATANANA","2004-05"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2004-06"
4,"AMBOHIMIERA","AMBOHIMIERA","2004-06"
9,"ANALAMPASINA","ANALAMPASINA","2004-06"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2004-06"
7,"AMBIABE","ANDRORANGAVOLA","2004-06"
14,"ANTARETRA","ANTARETRA","2004-06"
15,"ANTSINDRA","ANTSINDRA","2004-06"
5,"AMPASINAMBO","FASINTSARA","2004-06"
11,"FASINTSARA","FASINTSARA","2004-06"
8,"IFANADIANA","IFANADIANA","2004-06"
3,"KELILALINA","KELILALINA","2004-06"
12,"MAROHARATRA","MAROHARATRA","2004-06"
13,"MAROTOKO","MAROTOKO","2004-06"
1,"RANOMAFANA","RANOMAFANA","2004-06"
10,"TSARATANANA","TSARATANANA","2004-06"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2004-07"
4,"AMBOHIMIERA","AMBOHIMIERA","2004-07"
9,"ANALAMPASINA","ANALAMPASINA","2004-07"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2004-07"
7,"AMBIABE","ANDRORANGAVOLA","2004-07"
14,"ANTARETRA","ANTARETRA","2004-07"
15,"ANTSINDRA","ANTSINDRA","2004-07"
5,"AMPASINAMBO","FASINTSARA","2004-07"
11,"FASINTSARA","FASINTSARA","2004-07"
8,"IFANADIANA","IFANADIANA","2004-07"
3,"KELILALINA","KELILALINA","2004-07"
12,"MAROHARATRA","MAROHARATRA","2004-07"
13,"MAROTOKO","MAROTOKO","2004-07"
1,"RANOMAFANA","RANOMAFANA","2004-07"
10,"TSARATANANA","TSARATANANA","2004-07"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2004-08"
4,"AMBOHIMIERA","AMBOHIMIERA","2004-08"
9,"ANALAMPASINA","ANALAMPASINA","2004-08"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2004-08"
7,"AMBIABE","ANDRORANGAVOLA","2004-08"
14,"ANTARETRA","ANTARETRA","2004-08"
15,"ANTSINDRA","ANTSINDRA","2004-08"
5,"AMPASINAMBO","FASINTSARA","2004-08"
11,"FASINTSARA","FASINTSARA","2004-08"
8,"IFANADIANA","IFANADIANA","2004-08"
3,"KELILALINA","KELILALINA","2004-08"
12,"MAROHARATRA","MAROHARATRA","2004-08"
13,"MAROTOKO","MAROTOKO","2004-08"
1,"RANOMAFANA","RANOMAFANA","2004-08"
10,"TSARATANANA","TSARATANANA","2004-08"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2004-09"
4,"AMBOHIMIERA","AMBOHIMIERA","2004-09"
9,"ANALAMPASINA","ANALAMPASINA","2004-09"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2004-09"
7,"AMBIABE","ANDRORANGAVOLA","2004-09"
14,"ANTARETRA","ANTARETRA","2004-09"
15,"ANTSINDRA","ANTSINDRA","2004-09"
5,"AMPASINAMBO","FASINTSARA","2004-09"
11,"FASINTSARA","FASINTSARA","2004-09"
8,"IFANADIANA","IFANADIANA","2004-09"
3,"KELILALINA","KELILALINA","2004-09"
12,"MAROHARATRA","MAROHARATRA","2004-09"
13,"MAROTOKO","MAROTOKO","2004-09"
1,"RANOMAFANA","RANOMAFANA","2004-09"
10,"TSARATANANA","TSARATANANA","2004-09"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2004-10"
4,"AMBOHIMIERA","AMBOHIMIERA","2004-10"
9,"ANALAMPASINA","ANALAMPASINA","2004-10"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2004-10"
7,"AMBIABE","ANDRORANGAVOLA","2004-10"
14,"ANTARETRA","ANTARETRA","2004-10"
15,"ANTSINDRA","ANTSINDRA","2004-10"
5,"AMPASINAMBO","FASINTSARA","2004-10"
11,"FASINTSARA","FASINTSARA","2004-10"
8,"IFANADIANA","IFANADIANA","2004-10"
3,"KELILALINA","KELILALINA","2004-10"
12,"MAROHARATRA","MAROHARATRA","2004-10"
13,"MAROTOKO","MAROTOKO","2004-10"
1,"RANOMAFANA","RANOMAFANA","2004-10"
10,"TSARATANANA","TSARATANANA","2004-10"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2004-11"
4,"AMBOHIMIERA","AMBOHIMIERA","2004-11"
9,"ANALAMPASINA","ANALAMPASINA","2004-11"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2004-11"
7,"AMBIABE","ANDRORANGAVOLA","2004-11"
14,"ANTARETRA","ANTARETRA","2004-11"
15,"ANTSINDRA","ANTSINDRA","2004-11"
5,"AMPASINAMBO","FASINTSARA","2004-11"
11,"FASINTSARA","FASINTSARA","2004-11"
8,"IFANADIANA","IFANADIANA","2004-11"
3,"KELILALINA","KELILALINA","2004-11"
12,"MAROHARATRA","MAROHARATRA","2004-11"
13,"MAROTOKO","MAROTOKO","2004-11"
1,"RANOMAFANA","RANOMAFANA","2004-11"
10,"TSARATANANA","TSARATANANA","2004-11"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2004-12"
4,"AMBOHIMIERA","AMBOHIMIERA","2004-12"
9,"ANALAMPASINA","ANALAMPASINA","2004-12"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2004-12"
7,"AMBIABE","ANDRORANGAVOLA","2004-12"
14,"ANTARETRA","ANTARETRA","2004-12"
15,"ANTSINDRA","ANTSINDRA","2004-12"
5,"AMPASINAMBO","FASINTSARA","2004-12"
11,"FASINTSARA","FASINTSARA","2004-12"
8,"IFANADIANA","IFANADIANA","2004-12"
3,"KELILALINA","KELILALINA","2004-12"
12,"MAROHARATRA","MAROHARATRA","2004-12"
13,"MAROTOKO","MAROTOKO","2004-12"
1,"RANOMAFANA","RANOMAFANA","2004-12"
10,"TSARATANANA","TSARATANANA","2004-12"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2005-01"
4,"AMBOHIMIERA","AMBOHIMIERA","2005-01"
9,"ANALAMPASINA","ANALAMPASINA","2005-01"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2005-01"
7,"AMBIABE","ANDRORANGAVOLA","2005-01"
14,"ANTARETRA","ANTARETRA","2005-01"
15,"ANTSINDRA","ANTSINDRA","2005-01"
5,"AMPASINAMBO","FASINTSARA","2005-01"
11,"FASINTSARA","FASINTSARA","2005-01"
8,"IFANADIANA","IFANADIANA","2005-01"
3,"KELILALINA","KELILALINA","2005-01"
12,"MAROHARATRA","MAROHARATRA","2005-01"
13,"MAROTOKO","MAROTOKO","2005-01"
1,"RANOMAFANA","RANOMAFANA","2005-01"
10,"TSARATANANA","TSARATANANA","2005-01"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2005-02"
4,"AMBOHIMIERA","AMBOHIMIERA","2005-02"
9,"ANALAMPASINA","ANALAMPASINA","2005-02"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2005-02"
7,"AMBIABE","ANDRORANGAVOLA","2005-02"
14,"ANTARETRA","ANTARETRA","2005-02"
15,"ANTSINDRA","ANTSINDRA","2005-02"
5,"AMPASINAMBO","FASINTSARA","2005-02"
11,"FASINTSARA","FASINTSARA","2005-02"
8,"IFANADIANA","IFANADIANA","2005-02"
3,"KELILALINA","KELILALINA","2005-02"
12,"MAROHARATRA","MAROHARATRA","2005-02"
13,"MAROTOKO","MAROTOKO","2005-02"
1,"RANOMAFANA","RANOMAFANA","2005-02"
10,"TSARATANANA","TSARATANANA","2005-02"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2005-03"
4,"AMBOHIMIERA","AMBOHIMIERA","2005-03"
9,"ANALAMPASINA","ANALAMPASINA","2005-03"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2005-03"
7,"AMBIABE","ANDRORANGAVOLA","2005-03"
14,"ANTARETRA","ANTARETRA","2005-03"
15,"ANTSINDRA","ANTSINDRA","2005-03"
5,"AMPASINAMBO","FASINTSARA","2005-03"
11,"FASINTSARA","FASINTSARA","2005-03"
8,"IFANADIANA","IFANADIANA","2005-03"
3,"KELILALINA","KELILALINA","2005-03"
12,"MAROHARATRA","MAROHARATRA","2005-03"
13,"MAROTOKO","MAROTOKO","2005-03"
1,"RANOMAFANA","RANOMAFANA","2005-03"
10,"TSARATANANA","TSARATANANA","2005-03"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2005-04"
4,"AMBOHIMIERA","AMBOHIMIERA","2005-04"
9,"ANALAMPASINA","ANALAMPASINA","2005-04"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2005-04"
7,"AMBIABE","ANDRORANGAVOLA","2005-04"
14,"ANTARETRA","ANTARETRA","2005-04"
15,"ANTSINDRA","ANTSINDRA","2005-04"
5,"AMPASINAMBO","FASINTSARA","2005-04"
11,"FASINTSARA","FASINTSARA","2005-04"
8,"IFANADIANA","IFANADIANA","2005-04"
3,"KELILALINA","KELILALINA","2005-04"
12,"MAROHARATRA","MAROHARATRA","2005-04"
13,"MAROTOKO","MAROTOKO","2005-04"
1,"RANOMAFANA","RANOMAFANA","2005-04"
10,"TSARATANANA","TSARATANANA","2005-04"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2005-05"
4,"AMBOHIMIERA","AMBOHIMIERA","2005-05"
9,"ANALAMPASINA","ANALAMPASINA","2005-05"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2005-05"
7,"AMBIABE","ANDRORANGAVOLA","2005-05"
14,"ANTARETRA","ANTARETRA","2005-05"
15,"ANTSINDRA","ANTSINDRA","2005-05"
5,"AMPASINAMBO","FASINTSARA","2005-05"
11,"FASINTSARA","FASINTSARA","2005-05"
8,"IFANADIANA","IFANADIANA","2005-05"
3,"KELILALINA","KELILALINA","2005-05"
12,"MAROHARATRA","MAROHARATRA","2005-05"
13,"MAROTOKO","MAROTOKO","2005-05"
1,"RANOMAFANA","RANOMAFANA","2005-05"
10,"TSARATANANA","TSARATANANA","2005-05"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2005-06"
4,"AMBOHIMIERA","AMBOHIMIERA","2005-06"
9,"ANALAMPASINA","ANALAMPASINA","2005-06"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2005-06"
7,"AMBIABE","ANDRORANGAVOLA","2005-06"
14,"ANTARETRA","ANTARETRA","2005-06"
15,"ANTSINDRA","ANTSINDRA","2005-06"
5,"AMPASINAMBO","FASINTSARA","2005-06"
11,"FASINTSARA","FASINTSARA","2005-06"
8,"IFANADIANA","IFANADIANA","2005-06"
3,"KELILALINA","KELILALINA","2005-06"
12,"MAROHARATRA","MAROHARATRA","2005-06"
13,"MAROTOKO","MAROTOKO","2005-06"
1,"RANOMAFANA","RANOMAFANA","2005-06"
10,"TSARATANANA","TSARATANANA","2005-06"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2005-07"
4,"AMBOHIMIERA","AMBOHIMIERA","2005-07"
9,"ANALAMPASINA","ANALAMPASINA","2005-07"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2005-07"
7,"AMBIABE","ANDRORANGAVOLA","2005-07"
14,"ANTARETRA","ANTARETRA","2005-07"
15,"ANTSINDRA","ANTSINDRA","2005-07"
5,"AMPASINAMBO","FASINTSARA","2005-07"
11,"FASINTSARA","FASINTSARA","2005-07"
8,"IFANADIANA","IFANADIANA","2005-07"
3,"KELILALINA","KELILALINA","2005-07"
12,"MAROHARATRA","MAROHARATRA","2005-07"
13,"MAROTOKO","MAROTOKO","2005-07"
1,"RANOMAFANA","RANOMAFANA","2005-07"
10,"TSARATANANA","TSARATANANA","2005-07"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2005-08"
4,"AMBOHIMIERA","AMBOHIMIERA","2005-08"
9,"ANALAMPASINA","ANALAMPASINA","2005-08"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2005-08"
