"fid","comm_fkt","new_commun","old_commun","date"
187,"ANALAMPASINA_MATSITSIRANO","ANALAMPASINA","ANALAMPASINA","2018-06"
32,"AMBIABE_AMBALATENINA","AMBIABE","ANDRORANGAVOLA","2018-06"
33,"AMBIABE_AMBALAFASINA","AMBIABE","ANDRORANGAVOLA","2018-06"
9,"ANDRORANGAVOLA_ANDRORANGAVOLA","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
31,"ANDRORANGAVOLA_AMBODIFONTSINA","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
34,"ANDRORANGAVOLA_MAHASOA","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
35,"ANDRORANGAVOLA_AMBODIRORANGA","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
66,"ANDRORANGAVOLA_ANIVORANO","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
67,"ANDRORANGAVOLA_LAVAKIANJA SUD","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
68,"ANDRORANGAVOLA_AMBODIARA NORD","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
71,"ANDRORANGAVOLA_AMPASIMPOTSY","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
72,"ANDRORANGAVOLA_AMBALATABAKA","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
73,"ANDRORANGAVOLA_AMBOHIMISAFY","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
80,"ANDRORANGAVOLA_AMBALAVAONA","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
81,"ANDRORANGAVOLA_AMBOHIMAHAVELON","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
82,"ANDRORANGAVOLA_NOSIBE SUD","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
83,"ANDRORANGAVOLA_MANDRIAPOTSY","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
132,"ANTARETRA_AMBINANIVATOMENA","ANTARETRA","ANTARETRA","2018-06"
133,"ANTARETRA_AMBODIARA I","ANTARETRA","ANTARETRA","2018-06"
134,"ANTARETRA_MORAFENO","ANTARETRA","ANTARETRA","2018-06"
135,"ANTARETRA_BETAMPONA","ANTARETRA","ANTARETRA","2018-06"
136,"ANTARETRA_ANDRANOMAITSO","ANTARETRA","ANTARETRA","2018-06"
137,"ANTARETRA_ANTARETRA","ANTARETRA","ANTARETRA","2018-06"
189,"ANTARETRA_AMBODIROTRA","ANTARETRA","ANTARETRA","2018-06"
190,"ANTARETRA_ANDONABE","ANTARETRA","ANTARETRA","2018-06"
191,"ANTARETRA_AMPASIMBE","ANTARETRA","ANTARETRA","2018-06"
192,"ANTARETRA_AMBOATROTROKA","ANTARETRA","ANTARETRA","2018-06"
102,"ANTSINDRA_KIANJAVATO","ANTSINDRA","ANTSINDRA","2018-06"
103,"ANTSINDRA_AMBATOVORY","ANTSINDRA","ANTSINDRA","2018-06"
104,"ANTSINDRA_ANTSINDRA","ANTSINDRA","ANTSINDRA","2018-06"
105,"ANTSINDRA_BEFOTAKA","ANTSINDRA","ANTSINDRA","2018-06"
106,"ANTSINDRA_AMPITABE","ANTSINDRA","ANTSINDRA","2018-06"
194,"ANTSINDRA_AMPITOMITA","ANTSINDRA","ANTSINDRA","2018-06"
195,"ANTSINDRA_ANIVORANO","ANTSINDRA","ANTSINDRA","2018-06"
26,"AMPASINAMBO_AMPASINAMBO","AMPASINAMBO","FASINTSARA","2018-06"
55,"AMPASINAMBO_VOLOBE","AMPASINAMBO","FASINTSARA","2018-06"
100,"AMPASINAMBO_FIADANANA NORD","AMPASINAMBO","FASINTSARA","2018-06"
126,"AMPASINAMBO_MORARANO","AMPASINAMBO","FASINTSARA","2018-06"
127,"AMPASINAMBO_AMPASIMBOLA I","AMPASINAMBO","FASINTSARA","2018-06"
128,"AMPASINAMBO_SAKAVANANA","AMPASINAMBO","FASINTSARA","2018-06"
129,"AMPASINAMBO_AMBODIARA NORD","AMPASINAMBO","FASINTSARA","2018-06"
7,"FASINTSARA_AMBALAPAISO","FASINTSARA","FASINTSARA","2018-06"
23,"FASINTSARA_SAHAKONDRO","FASINTSARA","FASINTSARA","2018-06"
24,"FASINTSARA_MANAKANA SUD","FASINTSARA","FASINTSARA","2018-06"
25,"FASINTSARA_AMBODIARA SUD","FASINTSARA","FASINTSARA","2018-06"
27,"FASINTSARA_AMBODIVOANGY","FASINTSARA","FASINTSARA","2018-06"
28,"FASINTSARA_AMBINANISERY","FASINTSARA","FASINTSARA","2018-06"
56,"FASINTSARA_TSARATANANA","FASINTSARA","FASINTSARA","2018-06"
57,"FASINTSARA_TSARARIVOTRA","FASINTSARA","FASINTSARA","2018-06"
58,"FASINTSARA_BEFOTAKA","FASINTSARA","FASINTSARA","2018-06"
59,"FASINTSARA_AMBOHITSARA","FASINTSARA","FASINTSARA","2018-06"
60,"FASINTSARA_FASINTSARA","FASINTSARA","FASINTSARA","2018-06"
99,"FASINTSARA_ANDRANOMAINTSO","FASINTSARA","FASINTSARA","2018-06"
115,"FASINTSARA_ANTENIMBELONA","FASINTSARA","FASINTSARA","2018-06"
116,"FASINTSARA_AMBOHINIHAONANA","FASINTSARA","FASINTSARA","2018-06"
117,"FASINTSARA_MAROVORAKA","FASINTSARA","FASINTSARA","2018-06"
118,"FASINTSARA_AMBATOMANJAKA","FASINTSARA","FASINTSARA","2018-06"
119,"FASINTSARA_TSARAKIANJA","FASINTSARA","FASINTSARA","2018-06"
63,"AMBIABE_AMBINANINDRANOTELO","AMBIABE","IFANADIANA","2018-06"
64,"AMBIABE_ANKABOKA","AMBIABE","IFANADIANA","2018-06"
65,"AMBIABE_AMBIABE I","AMBIABE","IFANADIANA","2018-06"
36,"IFANADIANA_ANTAFOTENINA","IFANADIANA","IFANADIANA","2018-06"
78,"IFANADIANA_SAHAFITOROKA","IFANADIANA","IFANADIANA","2018-06"
79,"IFANADIANA_MAROMENA","IFANADIANA","IFANADIANA","2018-06"
138,"IFANADIANA_IFANADIANA","IFANADIANA","IFANADIANA","2018-06"
139,"IFANADIANA_ANDRANOFOLAHINA","IFANADIANA","IFANADIANA","2018-06"
140,"IFANADIANA_AMBORAKA","IFANADIANA","IFANADIANA","2018-06"
141,"IFANADIANA_AMBODIRAFIA II","IFANADIANA","IFANADIANA","2018-06"
142,"IFANADIANA_FENOARIVO I","IFANADIANA","IFANADIANA","2018-06"
162,"IFANADIANA_AMBODIARA","IFANADIANA","IFANADIANA","2018-06"
69,"AMBIABE_SAHAVATANA","AMBIABE","KELILALINA","2018-06"
48,"KELILALINA_AMPITAMBE","KELILALINA","KELILALINA","2018-06"
49,"KELILALINA_MANDRIVANY","KELILALINA","KELILALINA","2018-06"
50,"KELILALINA_AMBODIPAISO NORD","KELILALINA","KELILALINA","2018-06"
51,"KELILALINA_AMBODIPAISO SUD","KELILALINA","KELILALINA","2018-06"
52,"KELILALINA_KELILALINA","KELILALINA","KELILALINA","2018-06"
53,"KELILALINA_ANDRANOMAINTY","KELILALINA","KELILALINA","2018-06"
54,"KELILALINA_ANOSY","KELILALINA","KELILALINA","2018-06"
61,"KELILALINA_AMBOHINIHAONANA","KELILALINA","KELILALINA","2018-06"
62,"KELILALINA_KIANJANOMBY","KELILALINA","KELILALINA","2018-06"
70,"KELILALINA_AMBODIVOANGY","KELILALINA","KELILALINA","2018-06"
97,"KELILALINA_AMBALADINGANA","KELILALINA","KELILALINA","2018-06"
188,"KELILALINA_FOTSIALANANA","KELILALINA","KELILALINA","2018-06"
1,"MAROHARATRA_AMPASIMPOTSY","MAROHARATRA","MAROHARATRA","2018-06"
14,"MAROHARATRA_MANAKANA","MAROHARATRA","MAROHARATRA","2018-06"
22,"MAROHARATRA_SOANIERANA","MAROHARATRA","MAROHARATRA","2018-06"
30,"MAROHARATRA_MALEMIAMBO","MAROHARATRA","MAROHARATRA","2018-06"
40,"MAROHARATRA_AMBINANINDRANO","MAROHARATRA","MAROHARATRA","2018-06"
91,"MAROHARATRA_MALAZAMASINA SUD","MAROHARATRA","MAROHARATRA","2018-06"
92,"MAROHARATRA_MALAZAMASINA NORD","MAROHARATRA","MAROHARATRA","2018-06"
93,"MAROHARATRA_ANTANJOMANGA","MAROHARATRA","MAROHARATRA","2018-06"
94,"MAROHARATRA_BETAMPONA NORD","MAROHARATRA","MAROHARATRA","2018-06"
101,"MAROHARATRA_MAROHARATRA","MAROHARATRA","MAROHARATRA","2018-06"
145,"MAROHARATRA_TANAMBAO OUEST","MAROHARATRA","MAROHARATRA","2018-06"
150,"MAROHARATRA_SAHOMBY","MAROHARATRA","MAROHARATRA","2018-06"
151,"MAROHARATRA_AMBODIMANGA","MAROHARATRA","MAROHARATRA","2018-06"
152,"MAROHARATRA_AMPASIMADINIKA","MAROHARATRA","MAROHARATRA","2018-06"
180,"MAROHARATRA_AMPASIMADINIKAKELY","MAROHARATRA","MAROHARATRA","2018-06"
181,"MAROHARATRA_AMBALAVOLO","MAROHARATRA","MAROHARATRA","2018-06"
182,"MAROHARATRA_AMBOHITSARA EST","MAROHARATRA","MAROHARATRA","2018-06"
183,"MAROHARATRA_ANIVORANO","MAROHARATRA","MAROHARATRA","2018-06"
184,"MAROHARATRA_MAHATSARA","MAROHARATRA","MAROHARATRA","2018-06"
3,"MAROTOKO_AMBOATROTROKA","MAROTOKO","MAROTOKO","2018-06"
4,"MAROTOKO_MANDIAFASINA","MAROTOKO","MAROTOKO","2018-06"
5,"MAROTOKO_AMBODIARA SUD","MAROTOKO","MAROTOKO","2018-06"
6,"MAROTOKO_MANAMPANDRANA","MAROTOKO","MAROTOKO","2018-06"
21,"MAROTOKO_KIANJANOMBY","MAROTOKO","MAROTOKO","2018-06"
157,"MAROTOKO_MAROTOKO","MAROTOKO","MAROTOKO","2018-06"
158,"MAROTOKO_AMBALAVIA","MAROTOKO","MAROTOKO","2018-06"
159,"MAROTOKO_AMBATOMITRATRAKA","MAROTOKO","MAROTOKO","2018-06"
160,"MAROTOKO_AMBARIJATSY","MAROTOKO","MAROTOKO","2018-06"
161,"MAROTOKO_AMBOHIMAHAVELONA","MAROTOKO","MAROTOKO","2018-06"
87,"RANOMAFANA_RANOMAFANA","RANOMAFANA","RANOMAFANA","2018-06"
88,"RANOMAFANA_AMBATOLAHY","RANOMAFANA","RANOMAFANA","2018-06"
89,"RANOMAFANA_TSARAMANDROSO","RANOMAFANA","RANOMAFANA","2018-06"
90,"RANOMAFANA_VOHIMARINA","RANOMAFANA","RANOMAFANA","2018-06"
146,"RANOMAFANA_MENARANO","RANOMAFANA","RANOMAFANA","2018-06"
147,"RANOMAFANA_AMBODIAVIAVY","RANOMAFANA","RANOMAFANA","2018-06"
148,"RANOMAFANA_AMPASIMPOTSY","RANOMAFANA","RANOMAFANA","2018-06"
149,"RANOMAFANA_SAHANDRAZANA","RANOMAFANA","RANOMAFANA","2018-06"
29,"TSARATANANA_AMBODIRAFIA EST","TSARATANANA","TSARATANANA","2018-06"
41,"TSARATANANA_SAHOFIKA","TSARATANANA","TSARATANANA","2018-06"
42,"TSARATANANA_AMBOHITSARA I","TSARATANANA","TSARATANANA","2018-06"
43,"TSARATANANA_ANDRORANGAVOLA VAT","TSARATANANA","TSARATANANA","2018-06"
44,"TSARATANANA_TSARATANANA","TSARATANANA","TSARATANANA","2018-06"
45,"TSARATANANA_AMBODIGOAVY","TSARATANANA","TSARATANANA","2018-06"
46,"TSARATANANA_AMBODIMANGA OUEST","TSARATANANA","TSARATANANA","2018-06"
47,"TSARATANANA_VOHITRARIVO","TSARATANANA","TSARATANANA","2018-06"
74,"TSARATANANA_AMBOHINIHAONANA","TSARATANANA","TSARATANANA","2018-06"
75,"TSARATANANA_AMBATOHARANANA","TSARATANANA","TSARATANANA","2018-06"
76,"TSARATANANA_SANDRAKELY","TSARATANANA","TSARATANANA","2018-06"
77,"TSARATANANA_AMBODIMANGA EST","TSARATANANA","TSARATANANA","2018-06"
84,"TSARATANANA_ANTARALAVA","TSARATANANA","TSARATANANA","2018-06"
85,"TSARATANANA_AMBOHIMITA","TSARATANANA","TSARATANANA","2018-06"
86,"TSARATANANA_SANDRASATY","TSARATANANA","TSARATANANA","2018-06"
163,"TSARATANANA_ANALAMARINA","TSARATANANA","TSARATANANA","2018-06"
164,"TSARATANANA_AMBALAFATAKANA EST","TSARATANANA","TSARATANANA","2018-06"
165,"TSARATANANA_AMBALAFARY","TSARATANANA","TSARATANANA","2018-06"
166,"TSARATANANA_MAROFOTOTRA","TSARATANANA","TSARATANANA","2018-06"
167,"TSARATANANA_AMBOHIMASINA","TSARATANANA","TSARATANANA","2018-06"
168,"TSARATANANA_BEFARY","TSARATANANA","TSARATANANA","2018-06"
169,"TSARATANANA_AMBATOHARANANAKELY","TSARATANANA","TSARATANANA","2018-06"
170,"TSARATANANA_AMBOHIPO","TSARATANANA","TSARATANANA","2018-06"
2,"AMBOHIMANGA DU SUD_AMBODIVOASA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
10,"AMBOHIMANGA DU SUD_AMBATOFANOK","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
11,"AMBOHIMANGA DU SUD_AMBODIRAFIA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
12,"AMBOHIMANGA DU SUD_ANTANJONA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
13,"AMBOHIMANGA DU SUD_FALIARIVO","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
95,"AMBOHIMANGA DU SUD_MASOAROVANA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
96,"AMBOHIMANGA DU SUD_AMBILANIBE","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
98,"AMBOHIMANGA DU SUD_AMBOHIMIRAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
107,"AMBOHIMANGA DU SUD_MANDROALINA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
108,"AMBOHIMANGA DU SUD_MORARANO","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
109,"AMBOHIMANGA DU SUD_AMBOHIMANGA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
110,"AMBOHIMANGA DU SUD_SAHAMARANA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
111,"AMBOHIMANGA DU SUD_AMBODIMANGA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
112,"AMBOHIMANGA DU SUD_VOHITRARIVO","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
130,"AMBOHIMANGA DU SUD_MAROSATROKA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
131,"AMBOHIMANGA DU SUD_ANDRORANGAV","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
156,"AMBOHIMANGA DU SUD_AMBODIARA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
171,"AMBOHIMANGA DU SUD_SOANIHERENA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
172,"AMBOHIMANGA DU SUD_AMBALAVARY","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
177,"AMBOHIMANGA DU SUD_FASINTSARA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
178,"AMBOHIMANGA DU SUD_NOSIMBOAHAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
179,"AMBOHIMANGA DU SUD_AMBALAHERAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
193,"AMBOHIMANGA DU SUD_MAROLANANAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-07"
15,"AMBOHIMIERA_ANDEMAKA NORD","AMBOHIMIERA","AMBOHIMIERA","2018-07"
16,"AMBOHIMIERA_MANARINONY","AMBOHIMIERA","AMBOHIMIERA","2018-07"
17,"AMBOHIMIERA_ANTARAMBAKANA","AMBOHIMIERA","AMBOHIMIERA","2018-07"
18,"AMBOHIMIERA_SAHALALONA","AMBOHIMIERA","AMBOHIMIERA","2018-07"
19,"AMBOHIMIERA_ANDRORANGAVOLA","AMBOHIMIERA","AMBOHIMIERA","2018-07"
20,"AMBOHIMIERA_VOHIMENA","AMBOHIMIERA","AMBOHIMIERA","2018-07"
37,"AMBOHIMIERA_TSINJORANO","AMBOHIMIERA","AMBOHIMIERA","2018-07"
38,"AMBOHIMIERA_SAHASOMANGANA","AMBOHIMIERA","AMBOHIMIERA","2018-07"
39,"AMBOHIMIERA_MAROFOTSY","AMBOHIMIERA","AMBOHIMIERA","2018-07"
120,"AMBOHIMIERA_AMBOLO","AMBOHIMIERA","AMBOHIMIERA","2018-07"
121,"AMBOHIMIERA_AMBINANITOMAROSANA","AMBOHIMIERA","AMBOHIMIERA","2018-07"
122,"AMBOHIMIERA_AMBOHIDAZA","AMBOHIMIERA","AMBOHIMIERA","2018-07"
123,"AMBOHIMIERA_AMPANTSONA","AMBOHIMIERA","AMBOHIMIERA","2018-07"
124,"AMBOHIMIERA_AMBOHIMILANJA","AMBOHIMIERA","AMBOHIMIERA","2018-07"
125,"AMBOHIMIERA_AMBOHIMAHAVELONA","AMBOHIMIERA","AMBOHIMIERA","2018-07"
143,"AMBOHIMIERA_AMBOHIMIERA","AMBOHIMIERA","AMBOHIMIERA","2018-07"
144,"AMBOHIMIERA_MAROMANANA","AMBOHIMIERA","AMBOHIMIERA","2018-07"
173,"AMBOHIMIERA_AMBOHIMAHATSINJO","AMBOHIMIERA","AMBOHIMIERA","2018-07"
174,"AMBOHIMIERA_FIADANANA NORD","AMBOHIMIERA","AMBOHIMIERA","2018-07"
175,"AMBOHIMIERA_AMBODIMANGA","AMBOHIMIERA","AMBOHIMIERA","2018-07"
176,"AMBOHIMIERA_FALIARIVO","AMBOHIMIERA","AMBOHIMIERA","2018-07"
8,"ANALAMPASINA_ANALAVORY","ANALAMPASINA","ANALAMPASINA","2018-07"
113,"ANALAMPASINA_AMBOHIMALAZA","ANALAMPASINA","ANALAMPASINA","2018-07"
114,"ANALAMPASINA_MANJIRIANA SUD","ANALAMPASINA","ANALAMPASINA","2018-07"
153,"ANALAMPASINA_AMBARO","ANALAMPASINA","ANALAMPASINA","2018-07"
154,"ANALAMPASINA_ANDRORANGAVOLA SU","ANALAMPASINA","ANALAMPASINA","2018-07"
155,"ANALAMPASINA_ANALAMPASINA","ANALAMPASINA","ANALAMPASINA","2018-07"
185,"ANALAMPASINA_BETAMPO NORD","ANALAMPASINA","ANALAMPASINA","2018-07"
186,"ANALAMPASINA_AMBOHIMIARINA","ANALAMPASINA","ANALAMPASINA","2018-07"
187,"ANALAMPASINA_MATSITSIRANO","ANALAMPASINA","ANALAMPASINA","2018-07"
32,"AMBIABE_AMBALATENINA","AMBIABE","ANDRORANGAVOLA","2018-07"
33,"AMBIABE_AMBALAFASINA","AMBIABE","ANDRORANGAVOLA","2018-07"
9,"ANDRORANGAVOLA_ANDRORANGAVOLA","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-07"
31,"ANDRORANGAVOLA_AMBODIFONTSINA","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-07"
34,"ANDRORANGAVOLA_MAHASOA","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-07"
35,"ANDRORANGAVOLA_AMBODIRORANGA","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-07"
66,"ANDRORANGAVOLA_ANIVORANO","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-07"
67,"ANDRORANGAVOLA_LAVAKIANJA SUD","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-07"
68,"ANDRORANGAVOLA_AMBODIARA NORD","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-07"
71,"ANDRORANGAVOLA_AMPASIMPOTSY","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-07"
72,"ANDRORANGAVOLA_AMBALATABAKA","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-07"
73,"ANDRORANGAVOLA_AMBOHIMISAFY","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-07"
80,"ANDRORANGAVOLA_AMBALAVAONA","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-07"
81,"ANDRORANGAVOLA_AMBOHIMAHAVELON","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-07"
82,"ANDRORANGAVOLA_NOSIBE SUD","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-07"
83,"ANDRORANGAVOLA_MANDRIAPOTSY","ANDRORANGAVOLA","ANDRORANGAVOLA","2018-07"
132,"ANTARETRA_AMBINANIVATOMENA","ANTARETRA","ANTARETRA","2018-07"
133,"ANTARETRA_AMBODIARA I","ANTARETRA","ANTARETRA","2018-07"
134,"ANTARETRA_MORAFENO","ANTARETRA","ANTARETRA","2018-07"
135,"ANTARETRA_BETAMPONA","ANTARETRA","ANTARETRA","2018-07"
136,"ANTARETRA_ANDRANOMAITSO","ANTARETRA","ANTARETRA","2018-07"
137,"ANTARETRA_ANTARETRA","ANTARETRA","ANTARETRA","2018-07"
189,"ANTARETRA_AMBODIROTRA","ANTARETRA","ANTARETRA","2018-07"
190,"ANTARETRA_ANDONABE","ANTARETRA","ANTARETRA","2018-07"
191,"ANTARETRA_AMPASIMBE","ANTARETRA","ANTARETRA","2018-07"
192,"ANTARETRA_AMBOATROTROKA","ANTARETRA","ANTARETRA","2018-07"
102,"ANTSINDRA_KIANJAVATO","ANTSINDRA","ANTSINDRA","2018-07"
103,"ANTSINDRA_AMBATOVORY","ANTSINDRA","ANTSINDRA","2018-07"
104,"ANTSINDRA_ANTSINDRA","ANTSINDRA","ANTSINDRA","2018-07"
105,"ANTSINDRA_BEFOTAKA","ANTSINDRA","ANTSINDRA","2018-07"
106,"ANTSINDRA_AMPITABE","ANTSINDRA","ANTSINDRA","2018-07"
194,"ANTSINDRA_AMPITOMITA","ANTSINDRA","ANTSINDRA","2018-07"
195,"ANTSINDRA_ANIVORANO","ANTSINDRA","ANTSINDRA","2018-07"
26,"AMPASINAMBO_AMPASINAMBO","AMPASINAMBO","FASINTSARA","2018-07"
55,"AMPASINAMBO_VOLOBE","AMPASINAMBO","FASINTSARA","2018-07"
100,"AMPASINAMBO_FIADANANA NORD","AMPASINAMBO","FASINTSARA","2018-07"
126,"AMPASINAMBO_MORARANO","AMPASINAMBO","FASINTSARA","2018-07"
127,"AMPASINAMBO_AMPASIMBOLA I","AMPASINAMBO","FASINTSARA","2018-07"
128,"AMPASINAMBO_SAKAVANANA","AMPASINAMBO","FASINTSARA","2018-07"
129,"AMPASINAMBO_AMBODIARA NORD","AMPASINAMBO","FASINTSARA","2018-07"
7,"FASINTSARA_AMBALAPAISO","FASINTSARA","FASINTSARA","2018-07"
23,"FASINTSARA_SAHAKONDRO","FASINTSARA","FASINTSARA","2018-07"
24,"FASINTSARA_MANAKANA SUD","FASINTSARA","FASINTSARA","2018-07"
25,"FASINTSARA_AMBODIARA SUD","FASINTSARA","FASINTSARA","2018-07"
27,"FASINTSARA_AMBODIVOANGY","FASINTSARA","FASINTSARA","2018-07"
28,"FASINTSARA_AMBINANISERY","FASINTSARA","FASINTSARA","2018-07"
56,"FASINTSARA_TSARATANANA","FASINTSARA","FASINTSARA","2018-07"
57,"FASINTSARA_TSARARIVOTRA","FASINTSARA","FASINTSARA","2018-07"
58,"FASINTSARA_BEFOTAKA","FASINTSARA","FASINTSARA","2018-07"
59,"FASINTSARA_AMBOHITSARA","FASINTSARA","FASINTSARA","2018-07"
60,"FASINTSARA_FASINTSARA","FASINTSARA","FASINTSARA","2018-07"
99,"FASINTSARA_ANDRANOMAINTSO","FASINTSARA","FASINTSARA","2018-07"
115,"FASINTSARA_ANTENIMBELONA","FASINTSARA","FASINTSARA","2018-07"
116,"FASINTSARA_AMBOHINIHAONANA","FASINTSARA","FASINTSARA","2018-07"
117,"FASINTSARA_MAROVORAKA","FASINTSARA","FASINTSARA","2018-07"
118,"FASINTSARA_AMBATOMANJAKA","FASINTSARA","FASINTSARA","2018-07"
119,"FASINTSARA_TSARAKIANJA","FASINTSARA","FASINTSARA","2018-07"
63,"AMBIABE_AMBINANINDRANOTELO","AMBIABE","IFANADIANA","2018-07"
64,"AMBIABE_ANKABOKA","AMBIABE","IFANADIANA","2018-07"
65,"AMBIABE_AMBIABE I","AMBIABE","IFANADIANA","2018-07"
36,"IFANADIANA_ANTAFOTENINA","IFANADIANA","IFANADIANA","2018-07"
78,"IFANADIANA_SAHAFITOROKA","IFANADIANA","IFANADIANA","2018-07"
79,"IFANADIANA_MAROMENA","IFANADIANA","IFANADIANA","2018-07"
138,"IFANADIANA_IFANADIANA","IFANADIANA","IFANADIANA","2018-07"
139,"IFANADIANA_ANDRANOFOLAHINA","IFANADIANA","IFANADIANA","2018-07"
140,"IFANADIANA_AMBORAKA","IFANADIANA","IFANADIANA","2018-07"
141,"IFANADIANA_AMBODIRAFIA II","IFANADIANA","IFANADIANA","2018-07"
142,"IFANADIANA_FENOARIVO I","IFANADIANA","IFANADIANA","2018-07"
162,"IFANADIANA_AMBODIARA","IFANADIANA","IFANADIANA","2018-07"
69,"AMBIABE_SAHAVATANA","AMBIABE","KELILALINA","2018-07"
48,"KELILALINA_AMPITAMBE","KELILALINA","KELILALINA","2018-07"
49,"KELILALINA_MANDRIVANY","KELILALINA","KELILALINA","2018-07"
50,"KELILALINA_AMBODIPAISO NORD","KELILALINA","KELILALINA","2018-07"
51,"KELILALINA_AMBODIPAISO SUD","KELILALINA","KELILALINA","2018-07"
52,"KELILALINA_KELILALINA","KELILALINA","KELILALINA","2018-07"
53,"KELILALINA_ANDRANOMAINTY","KELILALINA","KELILALINA","2018-07"
54,"KELILALINA_ANOSY","KELILALINA","KELILALINA","2018-07"
61,"KELILALINA_AMBOHINIHAONANA","KELILALINA","KELILALINA","2018-07"
62,"KELILALINA_KIANJANOMBY","KELILALINA","KELILALINA","2018-07"
70,"KELILALINA_AMBODIVOANGY","KELILALINA","KELILALINA","2018-07"
97,"KELILALINA_AMBALADINGANA","KELILALINA","KELILALINA","2018-07"
188,"KELILALINA_FOTSIALANANA","KELILALINA","KELILALINA","2018-07"
1,"MAROHARATRA_AMPASIMPOTSY","MAROHARATRA","MAROHARATRA","2018-07"
14,"MAROHARATRA_MANAKANA","MAROHARATRA","MAROHARATRA","2018-07"
22,"MAROHARATRA_SOANIERANA","MAROHARATRA","MAROHARATRA","2018-07"
30,"MAROHARATRA_MALEMIAMBO","MAROHARATRA","MAROHARATRA","2018-07"
40,"MAROHARATRA_AMBINANINDRANO","MAROHARATRA","MAROHARATRA","2018-07"
91,"MAROHARATRA_MALAZAMASINA SUD","MAROHARATRA","MAROHARATRA","2018-07"
92,"MAROHARATRA_MALAZAMASINA NORD","MAROHARATRA","MAROHARATRA","2018-07"
93,"MAROHARATRA_ANTANJOMANGA","MAROHARATRA","MAROHARATRA","2018-07"
94,"MAROHARATRA_BETAMPONA NORD","MAROHARATRA","MAROHARATRA","2018-07"
101,"MAROHARATRA_MAROHARATRA","MAROHARATRA","MAROHARATRA","2018-07"
145,"MAROHARATRA_TANAMBAO OUEST","MAROHARATRA","MAROHARATRA","2018-07"
150,"MAROHARATRA_SAHOMBY","MAROHARATRA","MAROHARATRA","2018-07"
151,"MAROHARATRA_AMBODIMANGA","MAROHARATRA","MAROHARATRA","2018-07"
152,"MAROHARATRA_AMPASIMADINIKA","MAROHARATRA","MAROHARATRA","2018-07"
