"fid","comm_fkt","new_commun","old_commun","date"
2,"AMBOHIMANGA DU SUD_AMBODIVOASA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
10,"AMBOHIMANGA DU SUD_AMBATOFANOK","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
11,"AMBOHIMANGA DU SUD_AMBODIRAFIA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
12,"AMBOHIMANGA DU SUD_ANTANJONA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
13,"AMBOHIMANGA DU SUD_FALIARIVO","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
95,"AMBOHIMANGA DU SUD_MASOAROVANA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
96,"AMBOHIMANGA DU SUD_AMBILANIBE","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
98,"AMBOHIMANGA DU SUD_AMBOHIMIRAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
107,"AMBOHIMANGA DU SUD_MANDROALINA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
108,"AMBOHIMANGA DU SUD_MORARANO","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
109,"AMBOHIMANGA DU SUD_AMBOHIMANGA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
110,"AMBOHIMANGA DU SUD_SAHAMARANA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
111,"AMBOHIMANGA DU SUD_AMBODIMANGA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
112,"AMBOHIMANGA DU SUD_VOHITRARIVO","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
130,"AMBOHIMANGA DU SUD_MAROSATROKA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
131,"AMBOHIMANGA DU SUD_ANDRORANGAV","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
156,"AMBOHIMANGA DU SUD_AMBODIARA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
171,"AMBOHIMANGA DU SUD_SOANIHERENA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
172,"AMBOHIMANGA DU SUD_AMBALAVARY","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
177,"AMBOHIMANGA DU SUD_FASINTSARA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
178,"AMBOHIMANGA DU SUD_NOSIMBOAHAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
179,"AMBOHIMANGA DU SUD_AMBALAHERAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
193,"AMBOHIMANGA DU SUD_MAROLANANAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-02"
15,"AMBOHIMIERA_ANDEMAKA NORD","AMBOHIMIERA","AMBOHIMIERA","2000-02"
16,"AMBOHIMIERA_MANARINONY","AMBOHIMIERA","AMBOHIMIERA","2000-02"
17,"AMBOHIMIERA_ANTARAMBAKANA","AMBOHIMIERA","AMBOHIMIERA","2000-02"
18,"AMBOHIMIERA_SAHALALONA","AMBOHIMIERA","AMBOHIMIERA","2000-02"
19,"AMBOHIMIERA_ANDRORANGAVOLA","AMBOHIMIERA","AMBOHIMIERA","2000-02"
20,"AMBOHIMIERA_VOHIMENA","AMBOHIMIERA","AMBOHIMIERA","2000-02"
37,"AMBOHIMIERA_TSINJORANO","AMBOHIMIERA","AMBOHIMIERA","2000-02"
38,"AMBOHIMIERA_SAHASOMANGANA","AMBOHIMIERA","AMBOHIMIERA","2000-02"
39,"AMBOHIMIERA_MAROFOTSY","AMBOHIMIERA","AMBOHIMIERA","2000-02"
120,"AMBOHIMIERA_AMBOLO","AMBOHIMIERA","AMBOHIMIERA","2000-02"
121,"AMBOHIMIERA_AMBINANITOMAROSANA","AMBOHIMIERA","AMBOHIMIERA","2000-02"
122,"AMBOHIMIERA_AMBOHIDAZA","AMBOHIMIERA","AMBOHIMIERA","2000-02"
123,"AMBOHIMIERA_AMPANTSONA","AMBOHIMIERA","AMBOHIMIERA","2000-02"
124,"AMBOHIMIERA_AMBOHIMILANJA","AMBOHIMIERA","AMBOHIMIERA","2000-02"
125,"AMBOHIMIERA_AMBOHIMAHAVELONA","AMBOHIMIERA","AMBOHIMIERA","2000-02"
143,"AMBOHIMIERA_AMBOHIMIERA","AMBOHIMIERA","AMBOHIMIERA","2000-02"
144,"AMBOHIMIERA_MAROMANANA","AMBOHIMIERA","AMBOHIMIERA","2000-02"
173,"AMBOHIMIERA_AMBOHIMAHATSINJO","AMBOHIMIERA","AMBOHIMIERA","2000-02"
174,"AMBOHIMIERA_FIADANANA NORD","AMBOHIMIERA","AMBOHIMIERA","2000-02"
175,"AMBOHIMIERA_AMBODIMANGA","AMBOHIMIERA","AMBOHIMIERA","2000-02"
176,"AMBOHIMIERA_FALIARIVO","AMBOHIMIERA","AMBOHIMIERA","2000-02"
8,"ANALAMPASINA_ANALAVORY","ANALAMPASINA","ANALAMPASINA","2000-02"
113,"ANALAMPASINA_AMBOHIMALAZA","ANALAMPASINA","ANALAMPASINA","2000-02"
114,"ANALAMPASINA_MANJIRIANA SUD","ANALAMPASINA","ANALAMPASINA","2000-02"
153,"ANALAMPASINA_AMBARO","ANALAMPASINA","ANALAMPASINA","2000-02"
154,"ANALAMPASINA_ANDRORANGAVOLA SU","ANALAMPASINA","ANALAMPASINA","2000-02"
155,"ANALAMPASINA_ANALAMPASINA","ANALAMPASINA","ANALAMPASINA","2000-02"
185,"ANALAMPASINA_BETAMPO NORD","ANALAMPASINA","ANALAMPASINA","2000-02"
186,"ANALAMPASINA_AMBOHIMIARINA","ANALAMPASINA","ANALAMPASINA","2000-02"
187,"ANALAMPASINA_MATSITSIRANO","ANALAMPASINA","ANALAMPASINA","2000-02"
32,"AMBIABE_AMBALATENINA","AMBIABE","ANDRORANGAVOLA","2000-02"
33,"AMBIABE_AMBALAFASINA","AMBIABE","ANDRORANGAVOLA","2000-02"
9,"ANDRORANGAVOLA_ANDRORANGAVOLA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-02"
31,"ANDRORANGAVOLA_AMBODIFONTSINA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-02"
34,"ANDRORANGAVOLA_MAHASOA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-02"
35,"ANDRORANGAVOLA_AMBODIRORANGA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-02"
66,"ANDRORANGAVOLA_ANIVORANO","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-02"
67,"ANDRORANGAVOLA_LAVAKIANJA SUD","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-02"
68,"ANDRORANGAVOLA_AMBODIARA NORD","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-02"
71,"ANDRORANGAVOLA_AMPASIMPOTSY","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-02"
72,"ANDRORANGAVOLA_AMBALATABAKA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-02"
73,"ANDRORANGAVOLA_AMBOHIMISAFY","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-02"
80,"ANDRORANGAVOLA_AMBALAVAONA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-02"
81,"ANDRORANGAVOLA_AMBOHIMAHAVELON","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-02"
82,"ANDRORANGAVOLA_NOSIBE SUD","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-02"
83,"ANDRORANGAVOLA_MANDRIAPOTSY","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-02"
132,"ANTARETRA_AMBINANIVATOMENA","ANTARETRA","ANTARETRA","2000-02"
133,"ANTARETRA_AMBODIARA I","ANTARETRA","ANTARETRA","2000-02"
134,"ANTARETRA_MORAFENO","ANTARETRA","ANTARETRA","2000-02"
135,"ANTARETRA_BETAMPONA","ANTARETRA","ANTARETRA","2000-02"
136,"ANTARETRA_ANDRANOMAITSO","ANTARETRA","ANTARETRA","2000-02"
137,"ANTARETRA_ANTARETRA","ANTARETRA","ANTARETRA","2000-02"
189,"ANTARETRA_AMBODIROTRA","ANTARETRA","ANTARETRA","2000-02"
190,"ANTARETRA_ANDONABE","ANTARETRA","ANTARETRA","2000-02"
191,"ANTARETRA_AMPASIMBE","ANTARETRA","ANTARETRA","2000-02"
192,"ANTARETRA_AMBOATROTROKA","ANTARETRA","ANTARETRA","2000-02"
102,"ANTSINDRA_KIANJAVATO","ANTSINDRA","ANTSINDRA","2000-02"
103,"ANTSINDRA_AMBATOVORY","ANTSINDRA","ANTSINDRA","2000-02"
104,"ANTSINDRA_ANTSINDRA","ANTSINDRA","ANTSINDRA","2000-02"
105,"ANTSINDRA_BEFOTAKA","ANTSINDRA","ANTSINDRA","2000-02"
106,"ANTSINDRA_AMPITABE","ANTSINDRA","ANTSINDRA","2000-02"
194,"ANTSINDRA_AMPITOMITA","ANTSINDRA","ANTSINDRA","2000-02"
195,"ANTSINDRA_ANIVORANO","ANTSINDRA","ANTSINDRA","2000-02"
26,"AMPASINAMBO_AMPASINAMBO","AMPASINAMBO","FASINTSARA","2000-02"
55,"AMPASINAMBO_VOLOBE","AMPASINAMBO","FASINTSARA","2000-02"
100,"AMPASINAMBO_FIADANANA NORD","AMPASINAMBO","FASINTSARA","2000-02"
126,"AMPASINAMBO_MORARANO","AMPASINAMBO","FASINTSARA","2000-02"
127,"AMPASINAMBO_AMPASIMBOLA I","AMPASINAMBO","FASINTSARA","2000-02"
128,"AMPASINAMBO_SAKAVANANA","AMPASINAMBO","FASINTSARA","2000-02"
129,"AMPASINAMBO_AMBODIARA NORD","AMPASINAMBO","FASINTSARA","2000-02"
7,"FASINTSARA_AMBALAPAISO","FASINTSARA","FASINTSARA","2000-02"
23,"FASINTSARA_SAHAKONDRO","FASINTSARA","FASINTSARA","2000-02"
24,"FASINTSARA_MANAKANA SUD","FASINTSARA","FASINTSARA","2000-02"
25,"FASINTSARA_AMBODIARA SUD","FASINTSARA","FASINTSARA","2000-02"
27,"FASINTSARA_AMBODIVOANGY","FASINTSARA","FASINTSARA","2000-02"
28,"FASINTSARA_AMBINANISERY","FASINTSARA","FASINTSARA","2000-02"
56,"FASINTSARA_TSARATANANA","FASINTSARA","FASINTSARA","2000-02"
57,"FASINTSARA_TSARARIVOTRA","FASINTSARA","FASINTSARA","2000-02"
58,"FASINTSARA_BEFOTAKA","FASINTSARA","FASINTSARA","2000-02"
59,"FASINTSARA_AMBOHITSARA","FASINTSARA","FASINTSARA","2000-02"
60,"FASINTSARA_FASINTSARA","FASINTSARA","FASINTSARA","2000-02"
99,"FASINTSARA_ANDRANOMAINTSO","FASINTSARA","FASINTSARA","2000-02"
115,"FASINTSARA_ANTENIMBELONA","FASINTSARA","FASINTSARA","2000-02"
116,"FASINTSARA_AMBOHINIHAONANA","FASINTSARA","FASINTSARA","2000-02"
117,"FASINTSARA_MAROVORAKA","FASINTSARA","FASINTSARA","2000-02"
118,"FASINTSARA_AMBATOMANJAKA","FASINTSARA","FASINTSARA","2000-02"
119,"FASINTSARA_TSARAKIANJA","FASINTSARA","FASINTSARA","2000-02"
63,"AMBIABE_AMBINANINDRANOTELO","AMBIABE","IFANADIANA","2000-02"
64,"AMBIABE_ANKABOKA","AMBIABE","IFANADIANA","2000-02"
65,"AMBIABE_AMBIABE I","AMBIABE","IFANADIANA","2000-02"
36,"IFANADIANA_ANTAFOTENINA","IFANADIANA","IFANADIANA","2000-02"
78,"IFANADIANA_SAHAFITOROKA","IFANADIANA","IFANADIANA","2000-02"
79,"IFANADIANA_MAROMENA","IFANADIANA","IFANADIANA","2000-02"
138,"IFANADIANA_IFANADIANA","IFANADIANA","IFANADIANA","2000-02"
139,"IFANADIANA_ANDRANOFOLAHINA","IFANADIANA","IFANADIANA","2000-02"
140,"IFANADIANA_AMBORAKA","IFANADIANA","IFANADIANA","2000-02"
141,"IFANADIANA_AMBODIRAFIA II","IFANADIANA","IFANADIANA","2000-02"
142,"IFANADIANA_FENOARIVO I","IFANADIANA","IFANADIANA","2000-02"
162,"IFANADIANA_AMBODIARA","IFANADIANA","IFANADIANA","2000-02"
69,"AMBIABE_SAHAVATANA","AMBIABE","KELILALINA","2000-02"
48,"KELILALINA_AMPITAMBE","KELILALINA","KELILALINA","2000-02"
49,"KELILALINA_MANDRIVANY","KELILALINA","KELILALINA","2000-02"
50,"KELILALINA_AMBODIPAISO NORD","KELILALINA","KELILALINA","2000-02"
51,"KELILALINA_AMBODIPAISO SUD","KELILALINA","KELILALINA","2000-02"
52,"KELILALINA_KELILALINA","KELILALINA","KELILALINA","2000-02"
53,"KELILALINA_ANDRANOMAINTY","KELILALINA","KELILALINA","2000-02"
54,"KELILALINA_ANOSY","KELILALINA","KELILALINA","2000-02"
61,"KELILALINA_AMBOHINIHAONANA","KELILALINA","KELILALINA","2000-02"
62,"KELILALINA_KIANJANOMBY","KELILALINA","KELILALINA","2000-02"
70,"KELILALINA_AMBODIVOANGY","KELILALINA","KELILALINA","2000-02"
97,"KELILALINA_AMBALADINGANA","KELILALINA","KELILALINA","2000-02"
188,"KELILALINA_FOTSIALANANA","KELILALINA","KELILALINA","2000-02"
1,"MAROHARATRA_AMPASIMPOTSY","MAROHARATRA","MAROHARATRA","2000-02"
14,"MAROHARATRA_MANAKANA","MAROHARATRA","MAROHARATRA","2000-02"
22,"MAROHARATRA_SOANIERANA","MAROHARATRA","MAROHARATRA","2000-02"
30,"MAROHARATRA_MALEMIAMBO","MAROHARATRA","MAROHARATRA","2000-02"
40,"MAROHARATRA_AMBINANINDRANO","MAROHARATRA","MAROHARATRA","2000-02"
91,"MAROHARATRA_MALAZAMASINA SUD","MAROHARATRA","MAROHARATRA","2000-02"
92,"MAROHARATRA_MALAZAMASINA NORD","MAROHARATRA","MAROHARATRA","2000-02"
93,"MAROHARATRA_ANTANJOMANGA","MAROHARATRA","MAROHARATRA","2000-02"
94,"MAROHARATRA_BETAMPONA NORD","MAROHARATRA","MAROHARATRA","2000-02"
101,"MAROHARATRA_MAROHARATRA","MAROHARATRA","MAROHARATRA","2000-02"
145,"MAROHARATRA_TANAMBAO OUEST","MAROHARATRA","MAROHARATRA","2000-02"
150,"MAROHARATRA_SAHOMBY","MAROHARATRA","MAROHARATRA","2000-02"
151,"MAROHARATRA_AMBODIMANGA","MAROHARATRA","MAROHARATRA","2000-02"
152,"MAROHARATRA_AMPASIMADINIKA","MAROHARATRA","MAROHARATRA","2000-02"
180,"MAROHARATRA_AMPASIMADINIKAKELY","MAROHARATRA","MAROHARATRA","2000-02"
181,"MAROHARATRA_AMBALAVOLO","MAROHARATRA","MAROHARATRA","2000-02"
182,"MAROHARATRA_AMBOHITSARA EST","MAROHARATRA","MAROHARATRA","2000-02"
183,"MAROHARATRA_ANIVORANO","MAROHARATRA","MAROHARATRA","2000-02"
184,"MAROHARATRA_MAHATSARA","MAROHARATRA","MAROHARATRA","2000-02"
3,"MAROTOKO_AMBOATROTROKA","MAROTOKO","MAROTOKO","2000-02"
4,"MAROTOKO_MANDIAFASINA","MAROTOKO","MAROTOKO","2000-02"
5,"MAROTOKO_AMBODIARA SUD","MAROTOKO","MAROTOKO","2000-02"
6,"MAROTOKO_MANAMPANDRANA","MAROTOKO","MAROTOKO","2000-02"
21,"MAROTOKO_KIANJANOMBY","MAROTOKO","MAROTOKO","2000-02"
157,"MAROTOKO_MAROTOKO","MAROTOKO","MAROTOKO","2000-02"
158,"MAROTOKO_AMBALAVIA","MAROTOKO","MAROTOKO","2000-02"
159,"MAROTOKO_AMBATOMITRATRAKA","MAROTOKO","MAROTOKO","2000-02"
160,"MAROTOKO_AMBARIJATSY","MAROTOKO","MAROTOKO","2000-02"
161,"MAROTOKO_AMBOHIMAHAVELONA","MAROTOKO","MAROTOKO","2000-02"
87,"RANOMAFANA_RANOMAFANA","RANOMAFANA","RANOMAFANA","2000-02"
88,"RANOMAFANA_AMBATOLAHY","RANOMAFANA","RANOMAFANA","2000-02"
89,"RANOMAFANA_TSARAMANDROSO","RANOMAFANA","RANOMAFANA","2000-02"
90,"RANOMAFANA_VOHIMARINA","RANOMAFANA","RANOMAFANA","2000-02"
146,"RANOMAFANA_MENARANO","RANOMAFANA","RANOMAFANA","2000-02"
147,"RANOMAFANA_AMBODIAVIAVY","RANOMAFANA","RANOMAFANA","2000-02"
148,"RANOMAFANA_AMPASIMPOTSY","RANOMAFANA","RANOMAFANA","2000-02"
149,"RANOMAFANA_SAHANDRAZANA","RANOMAFANA","RANOMAFANA","2000-02"
29,"TSARATANANA_AMBODIRAFIA EST","TSARATANANA","TSARATANANA","2000-02"
41,"TSARATANANA_SAHOFIKA","TSARATANANA","TSARATANANA","2000-02"
42,"TSARATANANA_AMBOHITSARA I","TSARATANANA","TSARATANANA","2000-02"
43,"TSARATANANA_ANDRORANGAVOLA VAT","TSARATANANA","TSARATANANA","2000-02"
44,"TSARATANANA_TSARATANANA","TSARATANANA","TSARATANANA","2000-02"
45,"TSARATANANA_AMBODIGOAVY","TSARATANANA","TSARATANANA","2000-02"
46,"TSARATANANA_AMBODIMANGA OUEST","TSARATANANA","TSARATANANA","2000-02"
47,"TSARATANANA_VOHITRARIVO","TSARATANANA","TSARATANANA","2000-02"
74,"TSARATANANA_AMBOHINIHAONANA","TSARATANANA","TSARATANANA","2000-02"
75,"TSARATANANA_AMBATOHARANANA","TSARATANANA","TSARATANANA","2000-02"
76,"TSARATANANA_SANDRAKELY","TSARATANANA","TSARATANANA","2000-02"
77,"TSARATANANA_AMBODIMANGA EST","TSARATANANA","TSARATANANA","2000-02"
84,"TSARATANANA_ANTARALAVA","TSARATANANA","TSARATANANA","2000-02"
85,"TSARATANANA_AMBOHIMITA","TSARATANANA","TSARATANANA","2000-02"
86,"TSARATANANA_SANDRASATY","TSARATANANA","TSARATANANA","2000-02"
163,"TSARATANANA_ANALAMARINA","TSARATANANA","TSARATANANA","2000-02"
164,"TSARATANANA_AMBALAFATAKANA EST","TSARATANANA","TSARATANANA","2000-02"
165,"TSARATANANA_AMBALAFARY","TSARATANANA","TSARATANANA","2000-02"
166,"TSARATANANA_MAROFOTOTRA","TSARATANANA","TSARATANANA","2000-02"
167,"TSARATANANA_AMBOHIMASINA","TSARATANANA","TSARATANANA","2000-02"
168,"TSARATANANA_BEFARY","TSARATANANA","TSARATANANA","2000-02"
169,"TSARATANANA_AMBATOHARANANAKELY","TSARATANANA","TSARATANANA","2000-02"
170,"TSARATANANA_AMBOHIPO","TSARATANANA","TSARATANANA","2000-02"
2,"AMBOHIMANGA DU SUD_AMBODIVOASA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
10,"AMBOHIMANGA DU SUD_AMBATOFANOK","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
11,"AMBOHIMANGA DU SUD_AMBODIRAFIA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
12,"AMBOHIMANGA DU SUD_ANTANJONA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
13,"AMBOHIMANGA DU SUD_FALIARIVO","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
95,"AMBOHIMANGA DU SUD_MASOAROVANA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
96,"AMBOHIMANGA DU SUD_AMBILANIBE","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
98,"AMBOHIMANGA DU SUD_AMBOHIMIRAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
107,"AMBOHIMANGA DU SUD_MANDROALINA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
108,"AMBOHIMANGA DU SUD_MORARANO","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
109,"AMBOHIMANGA DU SUD_AMBOHIMANGA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
110,"AMBOHIMANGA DU SUD_SAHAMARANA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
111,"AMBOHIMANGA DU SUD_AMBODIMANGA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
112,"AMBOHIMANGA DU SUD_VOHITRARIVO","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
130,"AMBOHIMANGA DU SUD_MAROSATROKA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
131,"AMBOHIMANGA DU SUD_ANDRORANGAV","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
156,"AMBOHIMANGA DU SUD_AMBODIARA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
171,"AMBOHIMANGA DU SUD_SOANIHERENA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
172,"AMBOHIMANGA DU SUD_AMBALAVARY","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
177,"AMBOHIMANGA DU SUD_FASINTSARA","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
178,"AMBOHIMANGA DU SUD_NOSIMBOAHAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
179,"AMBOHIMANGA DU SUD_AMBALAHERAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
193,"AMBOHIMANGA DU SUD_MAROLANANAN","AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2000-03"
15,"AMBOHIMIERA_ANDEMAKA NORD","AMBOHIMIERA","AMBOHIMIERA","2000-03"
16,"AMBOHIMIERA_MANARINONY","AMBOHIMIERA","AMBOHIMIERA","2000-03"
17,"AMBOHIMIERA_ANTARAMBAKANA","AMBOHIMIERA","AMBOHIMIERA","2000-03"
18,"AMBOHIMIERA_SAHALALONA","AMBOHIMIERA","AMBOHIMIERA","2000-03"
19,"AMBOHIMIERA_ANDRORANGAVOLA","AMBOHIMIERA","AMBOHIMIERA","2000-03"
20,"AMBOHIMIERA_VOHIMENA","AMBOHIMIERA","AMBOHIMIERA","2000-03"
37,"AMBOHIMIERA_TSINJORANO","AMBOHIMIERA","AMBOHIMIERA","2000-03"
38,"AMBOHIMIERA_SAHASOMANGANA","AMBOHIMIERA","AMBOHIMIERA","2000-03"
39,"AMBOHIMIERA_MAROFOTSY","AMBOHIMIERA","AMBOHIMIERA","2000-03"
120,"AMBOHIMIERA_AMBOLO","AMBOHIMIERA","AMBOHIMIERA","2000-03"
121,"AMBOHIMIERA_AMBINANITOMAROSANA","AMBOHIMIERA","AMBOHIMIERA","2000-03"
122,"AMBOHIMIERA_AMBOHIDAZA","AMBOHIMIERA","AMBOHIMIERA","2000-03"
123,"AMBOHIMIERA_AMPANTSONA","AMBOHIMIERA","AMBOHIMIERA","2000-03"
124,"AMBOHIMIERA_AMBOHIMILANJA","AMBOHIMIERA","AMBOHIMIERA","2000-03"
125,"AMBOHIMIERA_AMBOHIMAHAVELONA","AMBOHIMIERA","AMBOHIMIERA","2000-03"
143,"AMBOHIMIERA_AMBOHIMIERA","AMBOHIMIERA","AMBOHIMIERA","2000-03"
144,"AMBOHIMIERA_MAROMANANA","AMBOHIMIERA","AMBOHIMIERA","2000-03"
173,"AMBOHIMIERA_AMBOHIMAHATSINJO","AMBOHIMIERA","AMBOHIMIERA","2000-03"
174,"AMBOHIMIERA_FIADANANA NORD","AMBOHIMIERA","AMBOHIMIERA","2000-03"
175,"AMBOHIMIERA_AMBODIMANGA","AMBOHIMIERA","AMBOHIMIERA","2000-03"
176,"AMBOHIMIERA_FALIARIVO","AMBOHIMIERA","AMBOHIMIERA","2000-03"
8,"ANALAMPASINA_ANALAVORY","ANALAMPASINA","ANALAMPASINA","2000-03"
113,"ANALAMPASINA_AMBOHIMALAZA","ANALAMPASINA","ANALAMPASINA","2000-03"
114,"ANALAMPASINA_MANJIRIANA SUD","ANALAMPASINA","ANALAMPASINA","2000-03"
153,"ANALAMPASINA_AMBARO","ANALAMPASINA","ANALAMPASINA","2000-03"
154,"ANALAMPASINA_ANDRORANGAVOLA SU","ANALAMPASINA","ANALAMPASINA","2000-03"
155,"ANALAMPASINA_ANALAMPASINA","ANALAMPASINA","ANALAMPASINA","2000-03"
185,"ANALAMPASINA_BETAMPO NORD","ANALAMPASINA","ANALAMPASINA","2000-03"
186,"ANALAMPASINA_AMBOHIMIARINA","ANALAMPASINA","ANALAMPASINA","2000-03"
187,"ANALAMPASINA_MATSITSIRANO","ANALAMPASINA","ANALAMPASINA","2000-03"
32,"AMBIABE_AMBALATENINA","AMBIABE","ANDRORANGAVOLA","2000-03"
33,"AMBIABE_AMBALAFASINA","AMBIABE","ANDRORANGAVOLA","2000-03"
9,"ANDRORANGAVOLA_ANDRORANGAVOLA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-03"
31,"ANDRORANGAVOLA_AMBODIFONTSINA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-03"
34,"ANDRORANGAVOLA_MAHASOA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-03"
35,"ANDRORANGAVOLA_AMBODIRORANGA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-03"
66,"ANDRORANGAVOLA_ANIVORANO","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-03"
67,"ANDRORANGAVOLA_LAVAKIANJA SUD","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-03"
68,"ANDRORANGAVOLA_AMBODIARA NORD","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-03"
71,"ANDRORANGAVOLA_AMPASIMPOTSY","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-03"
72,"ANDRORANGAVOLA_AMBALATABAKA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-03"
73,"ANDRORANGAVOLA_AMBOHIMISAFY","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-03"
80,"ANDRORANGAVOLA_AMBALAVAONA","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-03"
81,"ANDRORANGAVOLA_AMBOHIMAHAVELON","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-03"
82,"ANDRORANGAVOLA_NOSIBE SUD","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-03"
83,"ANDRORANGAVOLA_MANDRIAPOTSY","ANDRORANGAVOLA","ANDRORANGAVOLA","2000-03"
132,"ANTARETRA_AMBINANIVATOMENA","ANTARETRA","ANTARETRA","2000-03"
133,"ANTARETRA_AMBODIARA I","ANTARETRA","ANTARETRA","2000-03"
134,"ANTARETRA_MORAFENO","ANTARETRA","ANTARETRA","2000-03"
135,"ANTARETRA_BETAMPONA","ANTARETRA","ANTARETRA","2000-03"
136,"ANTARETRA_ANDRANOMAITSO","ANTARETRA","ANTARETRA","2000-03"
137,"ANTARETRA_ANTARETRA","ANTARETRA","ANTARETRA","2000-03"
189,"ANTARETRA_AMBODIROTRA","ANTARETRA","ANTARETRA","2000-03"
190,"ANTARETRA_ANDONABE","ANTARETRA","ANTARETRA","2000-03"
191,"ANTARETRA_AMPASIMBE","ANTARETRA","ANTARETRA","2000-03"
192,"ANTARETRA_AMBOATROTROKA","ANTARETRA","ANTARETRA","2000-03"
102,"ANTSINDRA_KIANJAVATO","ANTSINDRA","ANTSINDRA","2000-03"
